Date,Close,High,Low,Open,Volume,Ticker
2015-03-24,0.539609194,0.549245063,0.537200226,0.545390704,330480000,nvidia
2015-03-25,0.506847143,0.539368225,0.505160815,0.539368225,542552000,nvidia
2015-03-26,0.505160749,0.507328836,0.492875037,0.496488515,311920000,nvidia
2015-03-27,0.515037715,0.516964866,0.499861215,0.508051693,318288000,nvidia
2015-03-30,0.517205834,0.519855681,0.51070157,0.517446714,253252000,nvidia
2015-03-31,0.50419718,0.516242013,0.503715421,0.515760255,357276000,nvidia
2015-04-01,0.506124258,0.507810529,0.497451969,0.506124258,330768000,nvidia
2015-04-02,0.507329166,0.51046083,0.502993046,0.509015438,192204000,nvidia
2015-04-06,0.522023737,0.523710009,0.499861215,0.505160908,515864000,nvidia
2015-04-07,0.526600838,0.532382348,0.519132998,0.522023782,413964000,nvidia
2015-04-08,0.530455291,0.5323825,0.522023931,0.527082747,366432000,nvidia
2015-04-09,0.542740762,0.544427033,0.526118873,0.526359753,379432000,nvidia
2015-04-10,0.548281491,0.54852237,0.541295468,0.543222677,258728000,nvidia
2015-04-13,0.543222666,0.550208631,0.540813641,0.547076967,236724000,nvidia
2015-04-14,0.538645506,0.54322256,0.533345756,0.541054473,220276000,nvidia
2015-04-15,0.545149803,0.549245042,0.537441085,0.540090989,243560000,nvidia
2015-04-16,0.541777194,0.546595127,0.537922835,0.542018073,155284000,nvidia
2015-04-17,0.534791231,0.540090982,0.530214176,0.530455056,293636000,nvidia
2015-04-20,0.532141447,0.540572804,0.531177814,0.537200262,231624000,nvidia
2015-04-21,0.5314188,0.538645703,0.528768896,0.538645703,230456000,nvidia
2015-04-22,0.537441313,0.538164009,0.526360048,0.534550586,207420000,nvidia
2015-04-23,0.535273075,0.540331947,0.521541966,0.527564413,259380000,nvidia
2015-04-24,0.530696034,0.535273032,0.524673587,0.535032153,240960000,nvidia
2015-04-27,0.534791231,0.54418622,0.527805209,0.532382264,248456000,nvidia
2015-04-28,0.537441313,0.539368522,0.528769016,0.53382789,234484000,nvidia
2015-04-29,0.533345819,0.538886449,0.531177731,0.533586698,195156000,nvidia
2015-04-30,0.534791231,0.537441078,0.52949148,0.530695993,218844000,nvidia
2015-05-01,0.548040509,0.54972678,0.536718313,0.53912728,256968000,nvidia
2015-05-04,0.544668198,0.551172463,0.542981926,0.547558982,200720000,nvidia
2015-05-05,0.530696034,0.543463567,0.528287067,0.542740871,292928000,nvidia
2015-05-06,0.532382548,0.538645877,0.525396522,0.533587003,316484000,nvidia
2015-05-07,0.541777194,0.543463465,0.528527847,0.530214118,534564000,nvidia
2015-05-08,0.501788318,0.526118926,0.493597841,0.506124493,1146552000,nvidia
2015-05-11,0.496970564,0.502029437,0.490948173,0.494802476,544144000,nvidia
2015-05-12,0.501788318,0.505883557,0.493116025,0.493356962,388800000,nvidia
2015-05-13,0.504679263,0.509256319,0.499861327,0.505401959,308524000,nvidia
2015-05-14,0.512869537,0.515519441,0.50491994,0.506124452,293052000,nvidia
2015-05-15,0.513110578,0.517446696,0.509978915,0.515037729,215824000,nvidia
2015-05-18,0.512387991,0.515519655,0.509497206,0.511906174,324972000,nvidia
2015-05-19,0.509193122,0.514759397,0.508225029,0.513065263,253808000,nvidia
2015-05-20,0.509193122,0.515485438,0.508709076,0.509435117,196824000,nvidia
2015-05-21,0.5055632,0.511613524,0.505079153,0.5094354,239692000,nvidia
2015-05-22,0.504837036,0.508709236,0.503627006,0.506773165,212592000,nvidia
2015-05-26,0.501690984,0.505805179,0.497818783,0.502417025,259732000,nvidia
2015-05-27,0.52855444,0.530974558,0.503385159,0.505079236,432332000,nvidia
2015-05-28,0.535814464,0.53750854,0.527586077,0.528554112,327656000,nvidia
2015-05-29,0.535572648,0.539202796,0.534846607,0.535814643,335168000,nvidia
2015-06-01,0.541622818,0.546947099,0.535572552,0.538960705,372660000,nvidia
2015-06-02,0.530974269,0.541138785,0.530490222,0.538234621,224304000,nvidia
2015-06-03,0.525166094,0.536540642,0.524198001,0.532426448,250788000,nvidia
2015-06-04,0.534604609,0.536298686,0.522019972,0.522019972,323712000,nvidia
2015-06-05,0.53871876,0.541138878,0.527344154,0.532910431,313320000,nvidia
2015-06-08,0.526376009,0.540654719,0.520325745,0.537024571,342812000,nvidia
2015-06-09,0.529038429,0.532910573,0.525892269,0.526860305,256888000,nvidia
2015-06-10,0.519599915,0.526134228,0.516695749,0.522746074,529460000,nvidia
2015-06-11,0.525166094,0.528796242,0.519599817,0.519599817,283052000,nvidia
2015-06-12,0.510887384,0.524924045,0.509677297,0.521777886,323728000,nvidia
2015-06-15,0.509919286,0.512339403,0.50435301,0.508225152,306548000,nvidia
2015-06-16,0.516211629,0.51693767,0.503869045,0.508951275,256892000,nvidia
2015-06-17,0.522261977,0.525166142,0.514759628,0.515969659,233544000,nvidia
2015-06-18,0.530974269,0.534362422,0.525165999,0.526618081,299404000,nvidia
2015-06-19,0.529280365,0.535330631,0.524440128,0.530974441,355656000,nvidia
2015-06-22,0.527102232,0.533152556,0.519115836,0.530248391,514236000,nvidia
2015-06-23,0.513549626,0.532184532,0.50943543,0.528070337,414064000,nvidia
2015-06-24,0.508467078,0.515485435,0.506046961,0.512823266,253368000,nvidia
2015-06-25,0.512339532,0.515485692,0.508467332,0.508467332,350460000,nvidia
2015-06-26,0.501932919,0.508709284,0.499754853,0.508225237,421296000,nvidia
2015-06-29,0.486928344,0.501207061,0.486202302,0.496124771,391724000,nvidia
2015-06-30,0.4866862,0.492010483,0.483298046,0.489832359,315916000,nvidia
2015-07-01,0.493704557,0.505805148,0.489348368,0.498786846,302892000,nvidia
2015-07-02,0.494188577,0.497334736,0.491042418,0.493462536,145764000,nvidia
2015-07-06,0.488138258,0.496850695,0.48450811,0.490074387,214776000,nvidia
2015-07-07,0.478941768,0.487170186,0.46369502,0.485234115,594252000,nvidia
2015-07-08,0.475553542,0.479183719,0.471681343,0.476279583,332492000,nvidia
2015-07-09,0.469745308,0.485234108,0.466841173,0.483055985,357588000,nvidia
2015-07-10,0.477973819,0.482330037,0.474585636,0.475795695,216708000,nvidia
2015-07-13,0.481119812,0.483781923,0.477973653,0.482813888,212472000,nvidia
2015-07-14,0.481361985,0.48233005,0.475069695,0.481846032,249216000,nvidia
2015-07-15,0.477973819,0.483298073,0.4736176,0.480151914,265732000,nvidia
2015-07-16,0.488622248,0.488622248,0.479183772,0.480877848,282848000,nvidia
2015-07-17,0.485718131,0.487412208,0.479425813,0.486928219,220372000,nvidia
2015-07-20,0.476763606,0.487654164,0.475553547,0.485718035,188412000,nvidia
2015-07-21,0.478941768,0.485718104,0.475795609,0.475795609,149720000,nvidia
2015-07-22,0.469745308,0.475553608,0.463937037,0.475553608,356472000,nvidia
2015-07-23,0.475553542,0.482571871,0.469745243,0.470713307,169916000,nvidia
2015-07-24,0.469987333,0.479425781,0.468051233,0.478941763,188844000,nvidia
2015-07-27,0.46732527,0.472649524,0.462001016,0.465873188,192420000,nvidia
2015-07-28,0.47748965,0.48063578,0.463694957,0.468535192,198308000,nvidia
2015-07-29,0.483298004,0.487170204,0.474585568,0.476521668,232680000,nvidia
2015-07-30,0.484508008,0.489348243,0.482087861,0.482087861,190180000,nvidia
2015-07-31,0.482814074,0.486686246,0.479909937,0.486444251,218340000,nvidia
2015-08-03,0.491042376,0.491526364,0.48039384,0.486686129,397132000,nvidia
2015-08-04,0.492978454,0.494430536,0.487412177,0.489348306,260100000,nvidia
2015-08-05,0.498060763,0.505563111,0.49709267,0.505079064,234628000,nvidia
2015-08-06,0.494914353,0.500480627,0.48668591,0.496850423,655676000,nvidia
2015-08-07,0.556143761,0.565582182,0.529522401,0.543559122,1405248000,nvidia
2015-08-10,0.575504482,0.579618676,0.548883132,0.552271343,662304000,nvidia
2015-08-11,0.572600424,0.578166701,0.567034147,0.567034147,435008000,nvidia
2015-08-12,0.574052393,0.578166587,0.563403888,0.563403888,384048000,nvidia
2015-08-13,0.569212258,0.575988622,0.567760176,0.574778535,276884000,nvidia
2015-08-14,0.569696426,0.573084581,0.565340179,0.568728333,214652000,nvidia
2015-08-17,0.566066206,0.568728318,0.559047845,0.568728318,273880000,nvidia
2015-08-18,0.560914099,0.568205003,0.556539522,0.564316509,287084000,nvidia
2015-08-19,0.558726609,0.566503593,0.552650829,0.560184801,249248000,nvidia
2015-08-20,0.538555026,0.555081043,0.535881655,0.552407731,426932000,nvidia
2015-08-21,0.521786094,0.543658801,0.52130001,0.534666694,382664000,nvidia
2015-08-24,0.503315866,0.530535262,0.486060687,0.492622495,682284000,nvidia
2015-08-25,0.492865443,0.527375734,0.492865443,0.525431459,622684000,nvidia
2015-08-26,0.530049205,0.530535288,0.505017096,0.50890559,614976000,nvidia
2015-08-27,0.549977481,0.550220494,0.532479296,0.535638692,463764000,nvidia
2015-08-28,0.552407682,0.55581009,0.546088891,0.549977382,320944000,nvidia
2015-08-31,0.546332181,0.553623142,0.54414495,0.549734648,219352000,nvidia
2015-09-01,0.523973405,0.539527379,0.52008497,0.530535271,353408000,nvidia
2015-09-02,0.539770186,0.540013199,0.529319889,0.538311994,344044000,nvidia
2015-09-03,0.541228473,0.55046365,0.540256365,0.547790279,262556000,nvidia
2015-09-04,0.528590798,0.540499287,0.528347786,0.531993207,287972000,nvidia
2015-09-08,0.551192701,0.553379989,0.539284268,0.541471498,238448000,nvidia
2015-09-09,0.540256381,0.557511499,0.539041202,0.552893968,289392000,nvidia
2015-09-10,0.548762262,0.555567137,0.534666544,0.537096845,357076000,nvidia
2015-09-11,0.550463557,0.554108979,0.540499286,0.542686573,301584000,nvidia
2015-09-14,0.55143553,0.554837938,0.548519147,0.553136734,192460000,nvidia
2015-09-15,0.557511508,0.560427893,0.549977593,0.551678798,327976000,nvidia
2015-09-16,0.561399937,0.564559333,0.552407831,0.556539336,173508000,nvidia
2015-09-17,0.566503525,0.576224725,0.565288346,0.571121054,268712000,nvidia
2015-09-18,0.566017628,0.57087823,0.555324315,0.558726725,326412000,nvidia
2015-09-21,0.571850061,0.57306524,0.563830066,0.566746449,281840000,nvidia
2015-09-22,0.556296527,0.563344419,0.553380143,0.559455925,228356000,nvidia
2015-09-23,0.558969617,0.562372026,0.554595099,0.556782329,161632000,nvidia
2015-09-24,0.569663048,0.575495758,0.546818175,0.555567269,382440000,nvidia
2015-09-25,0.573794663,0.58497406,0.568204965,0.57671099,369692000,nvidia
2015-09-28,0.566260755,0.577440153,0.562615332,0.57379473,395584000,nvidia
2015-09-29,0.576224744,0.577196853,0.564316256,0.572336252,380736000,nvidia
2015-09-30,0.599069476,0.599798572,0.578168885,0.581571294,556380000,nvidia
2015-10-01,0.587404251,0.600770876,0.570392088,0.599069671,489296000,nvidia
2015-10-02,0.602715254,0.602715254,0.578169172,0.584244954,386144000,nvidia
2015-10-05,0.61778307,0.625316985,0.603444277,0.606603674,482024000,nvidia
2015-10-06,0.625802815,0.628476127,0.608790716,0.611221016,453216000,nvidia
2015-10-07,0.63236481,0.638683603,0.61705391,0.627261196,310152000,nvidia
2015-10-08,0.636010408,0.637711613,0.618998243,0.629691614,460068000,nvidia
2015-10-09,0.63357991,0.638683523,0.621671421,0.632607743,423248000,nvidia
2015-10-12,0.640384793,0.644030273,0.629691483,0.634309013,227588000,nvidia
2015-10-13,0.641600072,0.645488507,0.63309399,0.635281278,298444000,nvidia
2015-10-14,0.664930761,0.675381057,0.641599868,0.642328906,612148000,nvidia
2015-10-15,0.666632056,0.68024175,0.659341155,0.666145973,526048000,nvidia
2015-10-16,0.67708236,0.683401153,0.667118087,0.66881935,448396000,nvidia
2015-10-19,0.675867081,0.682428943,0.668090155,0.679269547,294712000,nvidia
2015-10-20,0.674894929,0.678054325,0.667847042,0.672950712,264824000,nvidia
2015-10-21,0.666146159,0.683158325,0.664931038,0.679026761,386280000,nvidia
2015-10-22,0.690206051,0.692393339,0.672950933,0.673923042,306884000,nvidia
2015-10-23,0.694823623,0.699441211,0.685831516,0.696281815,381776000,nvidia
2015-10-26,0.691664159,0.697010843,0.685345367,0.695309639,247436000,nvidia
2015-10-27,0.691178322,0.695552841,0.687775854,0.688261937,208268000,nvidia
2015-10-28,0.696767926,0.696767926,0.68534546,0.695552747,217036000,nvidia
2015-10-29,0.672707856,0.692636345,0.671492734,0.685588513,327168000,nvidia
2015-10-30,0.689476967,0.694337626,0.674895162,0.679998834,301160000,nvidia
2015-11-02,0.697496891,0.698225987,0.687532676,0.691664181,190088000,nvidia
2015-11-03,0.692636311,0.6972539,0.684859384,0.693365407,376768000,nvidia
2015-11-04,0.681213856,0.695795658,0.678054459,0.690692045,442264000,nvidia
2015-11-05,0.673436999,0.686560671,0.671492782,0.684616395,478800000,nvidia
2015-11-06,0.766760468,0.776238657,0.724716268,0.740027165,1172272000,nvidia
2015-11-09,0.763357997,0.765545284,0.75266463,0.759226493,492568000,nvidia
2015-11-10,0.748776495,0.757525591,0.732736497,0.753394027,552260000,nvidia
2015-11-11,0.741485238,0.754608846,0.738811868,0.749262163,619896000,nvidia
2015-11-12,0.738812208,0.746589195,0.735652811,0.739784317,291080000,nvidia
2015-11-13,0.724230289,0.742700586,0.72058481,0.739541189,292940000,nvidia
2015-11-16,0.738812208,0.739298292,0.727875825,0.733708593,344280000,nvidia
2015-11-17,0.738812208,0.745131002,0.735652811,0.740756484,257048000,nvidia
2015-11-18,0.756986439,0.757962297,0.733810888,0.741861338,350216000,nvidia
2015-11-19,0.759182215,0.766744738,0.753571292,0.759670144,254072000,nvidia
2015-11-20,0.765768945,0.770160133,0.760158022,0.764793145,239744000,nvidia
2015-11-23,0.754303157,0.772111726,0.751619693,0.772111726,242552000,nvidia
2015-11-24,0.760401785,0.766988507,0.750887607,0.754302935,195428000,nvidia
2015-11-25,0.759426236,0.767964618,0.756742771,0.758938365,138300000,nvidia
2015-11-27,0.765768945,0.768208474,0.756986628,0.760889887,86996000,nvidia
2015-11-30,0.773819029,0.777234415,0.765768581,0.766500445,327244000,nvidia
2015-12-01,0.798946738,0.799678603,0.779918372,0.780650237,409496000,nvidia
2015-12-02,0.792847633,0.808460606,0.791139969,0.80016622,294240000,nvidia
2015-12-03,0.79113996,0.807484798,0.787236703,0.799190411,246656000,nvidia
2015-12-04,0.823341846,0.824805576,0.791140039,0.791140039,458756000,nvidia
2015-12-07,0.807729006,0.823098047,0.805289476,0.823098047,333588000,nvidia
2015-12-08,0.818706572,0.8221219,0.792603622,0.797726614,314488000,nvidia
2015-12-09,0.797970533,0.823341677,0.789676148,0.81846262,372676000,nvidia
2015-12-10,0.804557443,0.808948572,0.797726727,0.800410191,236596000,nvidia
2015-12-11,0.79260385,0.802118032,0.790896186,0.796507109,227320000,nvidia
2015-12-14,0.794555306,0.798946493,0.785041126,0.793335571,275892000,nvidia
2015-12-15,0.804313421,0.809924343,0.799190428,0.803581557,307296000,nvidia
2015-12-16,0.809192479,0.811876001,0.798946492,0.806021085,236356000,nvidia
2015-12-17,0.796994805,0.818706629,0.796506934,0.810412243,254160000,nvidia
2015-12-18,0.784065127,0.799434161,0.783089328,0.791383712,395896000,nvidia
2015-12-21,0.802605748,0.803337613,0.785529046,0.792603697,284216000,nvidia
2015-12-22,0.803337753,0.811388205,0.798458694,0.805045417,130012000,nvidia
2015-12-23,0.806509018,0.809680411,0.803093689,0.804557418,122524000,nvidia
2015-12-24,0.809192479,0.811144137,0.802849692,0.804069485,52448000,nvidia
2015-12-28,0.808460712,0.808460712,0.789432408,0.800654254,142024000,nvidia
2015-12-29,0.821634114,0.824073643,0.806752947,0.80894854,203660000,nvidia
2015-12-30,0.814559579,0.827977019,0.814315643,0.820902366,180344000,nvidia
2015-12-31,0.8040694,0.816998907,0.8040694,0.813339643,148528000,nvidia
2016-01-04,0.789676487,0.794799482,0.781626034,0.787724887,358076000,nvidia
2016-01-05,0.802361786,0.815779224,0.792847607,0.80455738,490272000,nvidia
2016-01-06,0.769184113,0.792847534,0.760157805,0.789188212,449344000,nvidia
2016-01-07,0.738690078,0.755034916,0.728931905,0.749911865,645304000,nvidia
2016-01-08,0.722833037,0.748935988,0.721369309,0.748204124,398472000,nvidia
2016-01-11,0.724052787,0.729175838,0.711123279,0.723564916,409372000,nvidia
2016-01-12,0.736250281,0.746984252,0.73112729,0.736982146,469356000,nvidia
2016-01-13,0.713806868,0.746740537,0.713075003,0.741861421,481672000,nvidia
2016-01-14,0.699413538,0.707463988,0.678677516,0.699169544,600236000,nvidia
2016-01-15,0.661356986,0.679409548,0.649891204,0.671359096,841452000,nvidia
2016-01-19,0.666723847,0.694046592,0.664040325,0.675018233,457140000,nvidia
2016-01-20,0.670383215,0.678921596,0.645256059,0.654038376,481180000,nvidia
2016-01-21,0.678189635,0.688679615,0.663796398,0.677701764,481456000,nvidia
2016-01-22,0.694046497,0.698681619,0.689655311,0.69111904,257996000,nvidia
2016-01-25,0.69331497,0.701853352,0.69185124,0.693802899,270728000,nvidia
2016-01-26,0.700145364,0.703072821,0.687703785,0.694778436,227944000,nvidia
2016-01-27,0.691851079,0.70136526,0.678677634,0.699169667,231700000,nvidia
2016-01-28,0.684288383,0.699901353,0.670870947,0.697461824,276776000,nvidia
2016-01-29,0.714538693,0.716002422,0.687459939,0.690143404,310504000,nvidia
2016-02-01,0.714782655,0.718441919,0.707708004,0.713806855,289884000,nvidia
2016-02-02,0.684532464,0.711123346,0.679653406,0.707464082,341908000,nvidia
2016-02-03,0.68794781,0.694046661,0.6720909,0.689899468,326772000,nvidia
2016-02-04,0.688191712,0.703804684,0.681360997,0.688923518,348140000,nvidia
2016-02-05,0.644768,0.691119101,0.6428164,0.68355658,600428000,nvidia
2016-02-08,0.615250051,0.638181621,0.606223738,0.635010226,608852000,nvidia
2016-02-09,0.621836424,0.647695438,0.60500366,0.607931117,425372000,nvidia
2016-02-10,0.620372832,0.643792323,0.616957503,0.625739819,335800000,nvidia
2016-02-11,0.617201269,0.623544054,0.604515698,0.604515698,340144000,nvidia
2016-02-12,0.627691269,0.628911062,0.603783855,0.626959405,340816000,nvidia
2016-02-16,0.658429444,0.659405302,0.63476602,0.636717619,485352000,nvidia
2016-02-17,0.674774587,0.681117376,0.66404061,0.666724133,771468000,nvidia
2016-02-18,0.732835174,0.755766792,0.729419845,0.730151709,1068660000,nvidia
2016-02-19,0.742593229,0.749180009,0.723320934,0.728931856,525628000,nvidia
2016-02-22,0.76894021,0.77747859,0.751863508,0.753327237,449668000,nvidia
2016-02-23,0.770892024,0.778210612,0.759182248,0.762841571,369380000,nvidia
2016-02-24,0.776258767,0.77747856,0.746496493,0.767720445,336852000,nvidia
2016-02-25,0.777966499,0.781869757,0.76406119,0.779186293,349616000,nvidia
2016-02-26,0.77284354,0.783577456,0.765037023,0.781625856,361964000,nvidia
2016-02-29,0.767824173,0.783983735,0.767334525,0.773945244,323344000,nvidia
2016-03-01,0.801857471,0.801857471,0.768558925,0.769783163,348700000,nvidia
2016-03-02,0.806509197,0.80944732,0.795980999,0.797450061,233812000,nvidia
2016-03-03,0.799408913,0.808957698,0.788635832,0.805529926,302004000,nvidia
2016-03-04,0.796960413,0.806264373,0.790839343,0.805529843,175304000,nvidia
2016-03-07,0.791818559,0.797939629,0.781535188,0.79255309,239968000,nvidia
2016-03-08,0.777373135,0.788391041,0.774924718,0.783739031,274940000,nvidia
2016-03-09,0.776883543,0.785452974,0.766844991,0.784228794,222788000,nvidia
2016-03-10,0.775659204,0.785942578,0.759989347,0.781535392,286084000,nvidia
2016-03-11,0.788880587,0.789125469,0.777862741,0.787166701,277400000,nvidia
2016-03-14,0.790839374,0.794022322,0.781535355,0.78520801,190312000,nvidia
2016-03-15,0.78692168,0.791818512,0.772965714,0.786676856,226216000,nvidia
2016-03-16,0.810426831,0.813120131,0.777373171,0.781045826,363644000,nvidia
2016-03-17,0.803570926,0.811405822,0.792553025,0.807488404,353680000,nvidia
2016-03-18,0.827810526,0.838583548,0.807978309,0.813120025,545512000,nvidia
2016-03-21,0.830258846,0.83050367,0.811650869,0.82046518,337780000,nvidia
2016-03-22,0.82878983,0.834666019,0.818506457,0.827565651,242012000,nvidia
2016-03-23,0.842990637,0.849111649,0.828789786,0.83246244,429008000,nvidia
2016-03-24,0.844214916,0.845683978,0.832707363,0.835400604,244956000,nvidia
2016-03-28,0.852784455,0.856457051,0.841766549,0.842745904,265388000,nvidia
2016-03-29,0.866495669,0.868454379,0.847153156,0.849111866,261812000,nvidia
2016-03-30,0.875554562,0.88755182,0.869188667,0.869678374,376700000,nvidia
2016-03-31,0.872371554,0.881430689,0.865516012,0.879471979,379884000,nvidia
2016-04-01,0.885103464,0.885593171,0.860374415,0.866985134,348292000,nvidia
2016-04-04,0.876534045,0.897100793,0.873106273,0.892448783,393940000,nvidia
2016-04-05,0.875309825,0.883389606,0.865271276,0.868699106,339568000,nvidia
2016-04-06,0.876534045,0.877023751,0.847887574,0.864291961,453376000,nvidia
2016-04-07,0.867474794,0.878737522,0.863802199,0.870902566,378104000,nvidia
2016-04-08,0.87310636,0.880206787,0.864536871,0.874575422,255936000,nvidia
2016-04-11,0.878492475,0.892938146,0.875554352,0.878247592,387524000,nvidia
2016-04-12,0.877513349,0.882655006,0.860374375,0.881430769,292764000,nvidia
2016-04-13,0.899549305,0.89979413,0.881430972,0.881430972,350716000,nvidia
2016-04-14,0.901997447,0.905914925,0.893427961,0.897100614,416564000,nvidia
2016-04-15,0.90909791,0.91717769,0.898814537,0.901752661,436972000,nvidia
2016-04-18,0.905180275,0.907383867,0.896365966,0.907383867,307320000,nvidia
2016-04-19,0.88902092,0.910322138,0.883389556,0.908608252,309152000,nvidia
2016-04-20,0.892448723,0.897835263,0.886572535,0.88755189,200172000,nvidia
2016-04-21,0.8914693,0.896855839,0.887551822,0.892693479,178280000,nvidia
2016-04-22,0.888041556,0.900528463,0.885103433,0.894407451,223540000,nvidia
2016-04-25,0.892448723,0.897345557,0.885838004,0.888286421,191972000,nvidia
2016-04-26,0.893183351,0.908118735,0.889265872,0.89783536,214536000,nvidia
2016-04-27,0.913505137,0.913994844,0.889265794,0.89097968,352396000,nvidia
2016-04-28,0.886327863,0.913260511,0.884124328,0.90787397,381224000,nvidia
2016-04-29,0.869923234,0.884613733,0.860374392,0.882655024,321904000,nvidia
2016-05-02,0.881430745,0.886817285,0.874085496,0.878247798,256076000,nvidia
2016-05-03,0.870902658,0.87506496,0.863312583,0.871392364,224024000,nvidia
2016-05-04,0.851070464,0.861108954,0.842256152,0.860374424,525764000,nvidia
2016-05-05,0.856212199,0.866250749,0.849846303,0.858170967,246884000,nvidia
2016-05-06,0.865026534,0.867230126,0.853029273,0.854743159,183240000,nvidia
2016-05-09,0.863802075,0.870902441,0.856701651,0.867229846,333336000,nvidia
2016-05-10,0.880451441,0.881920502,0.860864108,0.869188713,269676000,nvidia
2016-05-11,0.88289994,0.892693607,0.878247931,0.883144823,328176000,nvidia
2016-05-12,0.870902658,0.893183291,0.855232802,0.889265812,670540000,nvidia
2016-05-13,1.003362179,1.003851827,0.954883491,0.959535442,2110256000,nvidia
2016-05-16,1.032987833,1.047923272,0.992588933,0.99577188,973032000,nvidia
2016-05-17,1.035191894,1.042537087,1.015114789,1.028336232,628392000,nvidia
2016-05-18,1.06163466,1.073631979,1.028336117,1.028336117,541072000,nvidia
2016-05-19,1.066286325,1.073876457,1.056003012,1.057471957,398880000,nvidia
